symbol,report_date,net_sales,pat,eps,market_type,net_sales_hi,pat_hi,eps_hi,all_hi,avail_date,source,eps_reported,split_factor,eps_adj,all_hi_pos
ACUTAAS,2024-03-31,224.96,25.68,1.715,Small Cap,True,False,False,False,2024-05-30,historical,3.43,2.0,1.715,False
ACUTAAS,2024-06-30,176.67000000000002,14.69,1.835,Small Cap,False,False,False,False,2024-08-29,historical,3.67,2.0,1.835,False
ACUTAAS,2024-09-30,246.73,37.56,4.69,Small Cap,True,True,True,True,2024-11-29,historical,9.38,2.0,4.69,True
ACUTAAS,2024-12-31,274.99,45.44,2.805,Small Cap,True,True,False,False,2025-03-01,historical,5.61,2.0,2.805,False
ACUTAAS,2025-03-31,308.48,62.71,3.9,Small Cap,True,True,False,False,2025-05-30,historical,7.8,2.0,3.9,False
ACUTAAS,2025-06-30,207.24,44.010000000000005,5.41,Small Cap,False,False,False,False,2025-08-29,historical,5.41,1.0,5.41,False
ACUTAAS,2025-09-30,306.2,71.86,8.82,Small Cap,False,True,False,False,2025-11-29,historical,8.82,1.0,8.82,False
ACUTAAS,2025-12-31,393.18,106.22,13.1,Small Cap,True,True,True,True,2026-03-01,historical,13.1,1.0,13.1,True
ACUTAAS,2026-03-31,432.75,134.28,16.04,Small Cap,True,True,True,True,2026-05-30,historical,16.04,1.0,16.04,True
ACUTAAS,2026-06-30,330.0,75.0,9.07,Small Cap,False,False,False,False,2026-08-11,live_scrape,9.07,1.0,9.07,False
ADANIENSOL,2014-12-31,1558.89,262.45,2.39,Large Cap,False,False,False,False,2015-03-01,historical,2.39,1.0,2.39,False
ADANIENSOL,2015-03-31,123.88,-12.919999999999998,-0.56,Large Cap,False,False,False,False,2015-05-30,historical,-0.56,1.0,-0.56,False
ADANIENSOL,2015-06-30,468.15,30.89,0.28,Large Cap,False,False,False,False,2015-08-29,historical,0.28,1.0,0.28,False
ADANIENSOL,2015-09-30,564.24,162.2,1.47,Large Cap,False,False,False,False,2015-11-29,historical,1.47,1.0,1.47,False
ADANIENSOL,2015-12-31,526.5,74.78,0.68,Large Cap,False,False,False,False,2016-02-29,historical,0.68,1.0,0.68,False
ADANIENSOL,2016-03-31,638.12,100.08,0.91,Large Cap,False,False,False,False,2016-05-30,historical,0.91,1.0,0.91,False
ADANIENSOL,2016-06-30,632.01,122.71,1.12,Large Cap,False,False,False,False,2016-08-29,historical,1.12,1.0,1.12,False
ADANIENSOL,2016-09-30,682.7,99.54,0.91,Large Cap,False,False,False,False,2016-11-29,historical,0.91,1.0,0.91,False
ADANIENSOL,2016-12-31,729.22,99.28,0.9,Large Cap,False,False,False,False,2017-03-01,historical,0.9,1.0,0.9,False
ADANIENSOL,2017-03-31,834.6200000000001,94.9,0.86,Large Cap,True,False,False,False,2017-05-30,historical,0.86,1.0,0.86,False
ADANIENSOL,2017-06-30,608.48,84.1,0.76,Large Cap,False,False,False,False,2017-08-29,historical,0.76,1.0,0.76,False
ADANIENSOL,2017-09-30,745.08,66.69,0.61,Large Cap,False,False,False,False,2017-11-29,historical,0.61,1.0,0.61,False
ADANIENSOL,2017-12-31,1780.98,841.8799999999999,7.65,Large Cap,True,True,True,True,2018-03-01,historical,7.65,1.0,7.65,True
ADANIENSOL,2018-03-31,809.9399999999999,150.27,0.92,Large Cap,False,False,False,False,2018-05-30,historical,0.92,1.0,0.92,False
ADANIENSOL,2018-06-30,620.7,169.34,1.05,Large Cap,False,False,False,False,2018-08-29,historical,1.05,1.0,1.05,False
ADANIENSOL,2018-09-30,1396.14,89.5,0.19,Large Cap,False,False,False,False,2018-11-29,historical,0.19,1.0,0.19,False
ADANIENSOL,2018-12-31,2743.05,153.67000000000002,0.56,Large Cap,True,False,False,False,2019-03-01,historical,0.56,1.0,0.56,False
ADANIENSOL,2019-03-31,2545.56,146.7,0.51,Large Cap,False,False,False,False,2019-05-30,historical,0.51,1.0,0.51,False
ADANIENSOL,2019-06-30,2858.08,213.42,1.03,Large Cap,True,False,False,False,2019-08-29,historical,1.03,1.0,1.03,False
ADANIENSOL,2019-09-30,2593.4,230.43,1.17,Large Cap,False,False,False,False,2019-11-29,historical,1.17,1.0,1.17,False
ADANIENSOL,2019-12-31,2777.52,203.67,0.93,Large Cap,False,False,False,False,2020-02-29,historical,0.93,1.0,0.93,False
ADANIENSOL,2020-03-31,3186.96,58.970000000000006,-0.19,Large Cap,True,False,False,False,2020-05-30,historical,-0.19,1.0,-0.19,False
ADANIENSOL,2020-06-30,2446.51,355.4,2.91,Large Cap,False,True,True,False,2020-08-29,historical,2.91,1.0,2.91,False
ADANIENSOL,2020-09-30,2156.19,214.13,1.37,Large Cap,False,False,False,False,2020-11-29,historical,1.37,1.0,1.37,False
ADANIENSOL,2020-12-31,2597.02,463.49,3.08,Large Cap,False,True,True,False,2021-03-01,historical,3.08,1.0,3.08,False
ADANIENSOL,2021-03-31,2726.61,256.55,1.67,Large Cap,False,False,False,False,2021-05-30,historical,1.67,1.0,1.67,False
ADANIENSOL,2021-06-30,2829.65,433.24,3.39,Large Cap,False,False,True,False,2021-08-29,historical,3.39,1.0,3.39,False
ADANIENSOL,2021-09-30,2541.44,288.84000000000003,1.9,Large Cap,False,False,False,False,2021-11-29,historical,1.9,1.0,1.9,False
ADANIENSOL,2021-12-31,2911.7,276.67,1.85,Large Cap,False,False,False,False,2022-03-01,historical,1.85,1.0,1.85,False
ADANIENSOL,2022-03-31,2974.73,237.0,1.75,Large Cap,False,False,False,False,2022-05-30,historical,1.75,1.0,1.75,False
ADANIENSOL,2022-06-30,3131.88,168.45999999999998,1.5,Large Cap,True,False,False,False,2022-08-29,historical,1.5,1.0,1.5,False
ADANIENSOL,2022-09-30,3251.48,194.47,1.85,Large Cap,True,False,False,False,2022-11-29,historical,1.85,1.0,1.85,False
ADANIENSOL,2022-12-31,3551.7,478.07,4.26,Large Cap,True,True,True,True,2023-03-01,historical,4.26,1.0,4.26,True
ADANIENSOL,2023-03-31,3357.66,439.6,3.49,Large Cap,False,False,False,False,2023-05-30,historical,3.49,1.0,3.49,False
ADANIENSOL,2023-06-30,3663.91,181.98,1.57,Large Cap,True,False,False,False,2023-08-29,historical,1.57,1.0,1.57,False
ADANIENSOL,2023-09-30,3673.87,284.09000000000003,2.47,Large Cap,True,False,False,False,2023-11-29,historical,2.47,1.0,2.47,False
ADANIENSOL,2023-12-31,4562.7300000000005,348.25,2.92,Large Cap,True,False,False,False,2024-02-29,historical,2.92,1.0,2.92,False
ADANIENSOL,2024-03-31,4706.85,381.29,3.24,Large Cap,True,False,False,False,2024-05-30,historical,3.24,1.0,3.24,False
ADANIENSOL,2024-06-30,5378.55,-1190.66,-7.39,Large Cap,True,False,False,False,2024-08-29,historical,-7.39,1.0,-7.39,False
ADANIENSOL,2024-09-30,6183.7,773.39,6.09,Large Cap,True,True,True,True,2024-11-29,historical,6.09,1.0,6.09,True
ADANIENSOL,2024-12-31,5830.26,625.3,4.85,Large Cap,False,False,False,False,2025-03-01,historical,4.85,1.0,4.85,False
ADANIENSOL,2025-03-31,6374.58,713.6600000000001,5.5,Large Cap,True,False,False,False,2025-05-30,historical,5.5,1.0,5.5,False
ADANIENSOL,2025-06-30,6819.280000000001,538.9399999999999,4.27,Large Cap,True,False,False,False,2025-08-29,historical,4.27,1.0,4.27,False
ADANIENSOL,2025-09-30,6595.83,557.1,4.44,Large Cap,False,False,False,False,2025-11-29,historical,4.44,1.0,4.44,False
ADANIENSOL,2025-12-31,6729.65,574.0600000000001,4.6,Large Cap,False,False,False,False,2026-03-01,historical,4.6,1.0,4.6,False
ADANIENSOL,2026-03-31,7443.269999999999,722.65,5.69,Large Cap,True,False,False,False,2026-05-30,historical,5.69,1.0,5.69,False
ADANIENSOL,2026-06-30,9711.0,1237.0,9.57,Large Cap,True,True,True,True,2026-08-11,live_scrape,9.57,1.0,9.57,True
ADANIENT,2010-03-31,7825.710000000001,371.36,7.24,Large Cap,False,False,False,False,2010-05-30,historical,7.24,1.0,7.24,False
ADANIENT,2010-06-30,5899.35,644.5699999999999,5.57,Large Cap,False,False,False,False,2010-08-29,historical,5.57,1.0,5.57,False
ADANIENT,2010-09-30,5751.87,585.46,4.95,Large Cap,False,False,False,False,2010-11-29,historical,4.95,1.0,4.95,False
ADANIENT,2010-12-31,5642.63,564.29,4.27,Large Cap,False,False,False,False,2011-03-01,historical,4.27,1.0,4.27,False
ADANIENT,2011-03-31,9111.62,1031.58,8.57,Large Cap,False,False,False,False,2011-05-30,historical,8.57,1.0,8.57,False
ADANIENT,2011-06-30,9596.22,682.0899999999999,5.18,Large Cap,False,False,False,False,2011-08-29,historical,5.18,1.0,5.18,False
ADANIENT,2011-09-30,10084.52,663.0699999999999,5.03,Large Cap,False,False,False,False,2011-11-29,historical,5.03,1.0,5.03,False
ADANIENT,2011-12-31,9039.21,370.99,3.7,Large Cap,False,False,False,False,2012-02-29,historical,3.7,1.0,3.7,False
ADANIENT,2012-03-31,10635.69,304.19,2.81,Large Cap,True,False,False,False,2012-05-30,historical,2.81,1.0,2.81,False
ADANIENT,2012-06-30,11035.6,206.44,3.66,Large Cap,True,False,False,False,2012-08-29,historical,3.66,1.0,3.66,False
ADANIENT,2012-09-30,10264.71,323.35,2.91,Large Cap,False,False,False,False,2012-11-29,historical,2.91,1.0,2.91,False
ADANIENT,2012-12-31,13649.2,229.1,3.78,Large Cap,True,False,False,False,2013-03-01,historical,3.78,1.0,3.78,False
ADANIENT,2013-03-31,11512.9,458.68,4.31,Large Cap,False,False,False,False,2013-05-30,historical,4.31,1.0,4.31,False
ADANIENT,2013-06-30,11546.65,-480.77,-2.53,Large Cap,False,False,False,False,2013-08-29,historical,-2.53,1.0,-2.53,False
ADANIENT,2013-09-30,13602.47,-656.53,-3.79,Large Cap,False,False,False,False,2013-11-29,historical,-3.79,1.0,-3.79,False
ADANIENT,2013-12-31,13739.11,17.330000000000002,0.62,Large Cap,True,False,False,False,2014-03-01,historical,0.62,1.0,0.62,False
ADANIENT,2014-03-31,16182.929999999998,3765.63,25.89,Large Cap,True,True,True,True,2014-05-30,historical,25.89,1.0,25.89,True
ADANIENT,2014-06-30,16524.43,612.29,5.06,Large Cap,True,False,False,False,2014-08-29,historical,5.06,1.0,5.06,False
ADANIENT,2014-09-30,14066.69,119.79,1.91,Large Cap,False,False,False,False,2014-11-29,historical,1.91,1.0,1.91,False
ADANIENT,2014-12-31,17849.84,432.19,4.04,Large Cap,True,False,False,False,2015-03-01,historical,4.04,1.0,4.04,False
ADANIENT,2015-03-31,16140.920000000002,1133.73,6.7,Large Cap,False,False,False,False,2015-05-30,historical,6.7,1.0,6.7,False
ADANIENT,2015-06-30,8886.86,370.62,3.31,Large Cap,False,False,False,False,2015-08-29,historical,3.31,1.0,3.31,False
ADANIENT,2015-09-30,9074.9,312.38,2.72,Large Cap,False,False,False,False,2015-11-29,historical,2.72,1.0,2.72,False
ADANIENT,2015-12-31,7895.43,189.87,1.78,Large Cap,False,False,False,False,2016-02-29,historical,1.78,1.0,1.78,False
ADANIENT,2016-03-31,8151.19,126.98,1.15,Large Cap,False,False,False,False,2016-05-30,historical,1.15,1.0,1.15,False
ADANIENT,2016-06-30,8918.689999999999,369.24,3.31,Large Cap,False,False,False,False,2016-08-29,historical,3.31,1.0,3.31,False
ADANIENT,2016-09-30,7594.05,36.27,0.57,Large Cap,False,False,False,False,2016-11-29,historical,0.57,1.0,0.57,False
ADANIENT,2016-12-31,8605.810000000001,300.92,3.09,Large Cap,False,False,False,False,2017-03-01,historical,3.09,1.0,3.09,False
ADANIENT,2017-03-31,11836.53,160.16,2.01,Large Cap,False,False,False,False,2017-05-30,historical,2.01,1.0,2.01,False
ADANIENT,2017-06-30,8547.8,157.6,1.45,Large Cap,False,False,False,False,2017-08-29,historical,1.45,1.0,1.45,False
ADANIENT,2017-09-30,8546.289999999999,-14.94,0.54,Large Cap,False,False,False,False,2017-11-29,historical,0.54,1.0,0.54,False
ADANIENT,2017-12-31,9379.5,258.53000000000003,3.19,Large Cap,False,False,False,False,2018-03-01,historical,3.19,1.0,3.19,False
ADANIENT,2018-03-31,9766.64,183.66,1.71,Large Cap,False,False,False,False,2018-05-30,historical,1.71,1.0,1.71,False
ADANIENT,2018-06-30,7557.780000000001,25.49,1.54,Large Cap,False,False,False,False,2018-08-29,historical,1.54,1.0,1.54,False
ADANIENT,2018-09-30,9154.59,43.02,1.56,Large Cap,False,False,False,False,2018-11-29,historical,1.56,1.0,1.56,False
ADANIENT,2018-12-31,10429.67,80.09,0.84,Large Cap,False,False,False,False,2019-03-01,historical,0.84,1.0,0.84,False
ADANIENT,2019-03-31,13236.62,266.09000000000003,2.58,Large Cap,True,True,False,False,2019-05-30,historical,2.58,1.0,2.58,False
ADANIENT,2019-06-30,10561.37,570.14,5.47,Large Cap,False,True,True,False,2019-08-29,historical,5.47,1.0,5.47,False
ADANIENT,2019-09-30,8464.189999999999,-10.06,0.45,Large Cap,False,False,False,False,2019-11-29,historical,0.45,1.0,0.45,False
ADANIENT,2019-12-31,10948.17,382.98,3.88,Large Cap,False,False,False,False,2020-02-29,historical,3.88,1.0,3.88,False
ADANIENT,2020-03-31,13428.829999999998,96.93,0.56,Large Cap,True,False,False,False,2020-05-30,historical,0.56,1.0,0.56,False
ADANIENT,2020-06-30,5265.1900000000005,-65.67,0.27,Large Cap,False,False,False,False,2020-08-29,historical,0.27,1.0,0.27,False
ADANIENT,2020-09-30,9126.42,435.73,3.3,Large Cap,False,False,False,False,2020-11-29,historical,3.3,1.0,3.3,False
ADANIENT,2020-12-31,11620.45,343.17,2.7,Large Cap,False,False,False,False,2021-03-01,historical,2.7,1.0,2.7,False
ADANIENT,2021-03-31,13525.070000000002,332.53000000000003,2.13,Large Cap,True,False,False,False,2021-05-30,historical,2.13,1.0,2.13,False
ADANIENT,2021-06-30,12578.77,265.6,2.47,Large Cap,False,False,False,False,2021-08-29,historical,2.47,1.0,2.47,False
ADANIENT,2021-09-30,13218.02,194.54,1.93,Large Cap,False,False,False,False,2021-11-29,historical,1.93,1.0,1.93,False
ADANIENT,2021-12-31,18757.870000000003,1.8,,Large Cap,True,False,False,False,2022-03-01,historical,,1.0,,False
ADANIENT,2022-03-31,24865.52,325.76,2.77,Large Cap,True,False,False,False,2022-05-30,historical,2.77,1.0,2.77,False
ADANIENT,2022-06-30,40844.25,468.74,4.18,Large Cap,True,True,False,False,2022-08-29,historical,4.18,1.0,4.18,False
ADANIENT,2022-09-30,38175.23,432.3,4.05,Large Cap,False,False,False,False,2022-11-29,historical,4.05,1.0,4.05,False
ADANIENT,2022-12-31,26612.23,739.88,7.21,Large Cap,False,True,False,False,2023-03-01,historical,7.21,1.0,7.21,False
ADANIENT,2023-03-31,28943.840000000004,793.46,6.34,Large Cap,False,True,False,False,2023-05-30,historical,6.34,1.0,6.34,False
ADANIENT,2023-06-30,22644.47,678.04,5.91,Large Cap,False,False,False,False,2023-08-29,historical,5.91,1.0,5.91,False
ADANIENT,2023-09-30,19546.25,333.4,2.0,Large Cap,False,False,False,False,2023-11-29,historical,2.0,1.0,2.0,False
ADANIENT,2023-12-31,25050.23,1971.8,16.1,Large Cap,False,True,False,False,2024-02-29,historical,16.1,1.0,16.1,False
ADANIENT,2024-03-31,29180.02,350.8,3.49,Large Cap,False,False,False,False,2024-05-30,historical,3.49,1.0,3.49,False
ADANIENT,2024-06-30,25472.4,1776.02,12.3,Large Cap,False,False,False,False,2024-08-29,historical,12.3,1.0,12.3,False
ADANIENT,2024-09-30,22608.07,1994.73,14.82,Large Cap,False,True,False,False,2024-11-29,historical,14.82,1.0,14.82,False
ADANIENT,2024-12-31,22848.42,232.3,0.04,Large Cap,False,False,False,False,2025-03-01,historical,0.04,1.0,0.04,False
ADANIENT,2025-03-31,26965.86,4014.9,32.02,Large Cap,False,True,True,False,2025-05-30,historical,32.02,1.0,32.02,False
ADANIENT,2025-06-30,21961.2,976.48,6.02,Large Cap,False,False,False,False,2025-08-29,historical,6.02,1.0,6.02,False
ADANIENT,2025-09-30,21248.51,3414.4300000000003,27.38,Large Cap,False,False,False,False,2025-11-29,historical,27.38,1.0,27.38,False
ADANIENT,2025-12-31,24819.59,5726.57,46.12,Large Cap,False,True,True,False,2026-03-01,historical,46.12,1.0,46.12,False
ADANIENT,2026-03-31,32439.31,-166.79000000000002,-1.71,Large Cap,True,False,False,False,2026-05-30,historical,-1.71,1.0,-1.71,False
ADANIENT,2026-06-30,32924.0,-1462.0,-8.92,Large Cap,True,False,False,False,2026-08-11,live_scrape,-8.92,1.0,-8.92,False
ADANIGREEN,2017-06-30,190.04,-17.0,-0.12,Large Cap,False,False,False,False,2017-08-29,historical,-0.12,1.0,-0.12,False
ADANIGREEN,2017-09-30,167.68,-26.87,-0.2,Large Cap,False,False,False,False,2017-11-29,historical,-0.2,1.0,-0.2,False
ADANIGREEN,2017-12-31,437.32,-13.99,-0.09,Large Cap,False,False,False,False,2018-03-01,historical,-0.09,1.0,-0.09,False
ADANIGREEN,2018-03-31,405.59,-42.82,-0.27,Large Cap,False,False,False,False,2018-05-30,historical,-0.27,1.0,-0.27,False
ADANIGREEN,2018-06-30,472.19,-74.27000000000001,-0.47,Large Cap,False,False,False,False,2018-08-29,historical,-0.47,1.0,-0.47,False
ADANIGREEN,2018-09-30,448.61,-187.97,-1.2,Large Cap,False,False,False,False,2018-11-29,historical,-1.2,1.0,-1.2,False
ADANIGREEN,2018-12-31,456.22,-118.74,-0.75,Large Cap,False,False,False,False,2019-03-01,historical,-0.75,1.0,-0.75,False
ADANIGREEN,2019-03-31,680.95,-94.08,-1.14,Large Cap,False,False,False,False,2019-05-30,historical,-1.14,1.0,-1.14,False
ADANIGREEN,2019-06-30,660.8199999999999,-97.44,-0.75,Large Cap,False,False,False,False,2019-08-29,historical,-0.75,1.0,-0.75,False
ADANIGREEN,2019-09-30,688.15,102.29,0.49,Large Cap,True,True,True,True,2019-11-29,historical,0.49,1.0,0.49,True
ADANIGREEN,2019-12-31,503.93,-128.45999999999998,-0.93,Large Cap,False,False,False,False,2020-02-29,historical,-0.93,1.0,-0.93,False
ADANIGREEN,2020-03-31,695.73,55.64,0.45,Large Cap,True,False,False,False,2020-05-30,historical,0.45,1.0,0.45,False
ADANIGREEN,2020-06-30,778.0,22.0,0.13,Large Cap,True,False,False,False,2020-08-29,historical,0.13,1.0,0.13,False
ADANIGREEN,2020-09-30,611.92,17.580000000000002,-0.05,Large Cap,False,False,False,False,2020-11-29,historical,-0.05,1.0,-0.05,False
ADANIGREEN,2020-12-31,748.6600000000001,41.36,0.12,Large Cap,False,False,False,False,2021-03-01,historical,0.12,1.0,0.12,False
ADANIGREEN,2021-03-31,986.0,104.0,0.48,Large Cap,True,True,False,False,2021-05-30,historical,0.48,1.0,0.48,False
ADANIGREEN,2021-06-30,977.0,219.0,1.23,Large Cap,False,True,True,False,2021-08-29,historical,1.23,1.0,1.23,False
ADANIGREEN,2021-09-30,1295.0,100.0,0.47,Large Cap,True,False,False,False,2021-11-29,historical,0.47,1.0,0.47,False
ADANIGREEN,2021-12-31,1400.0,49.0,0.14,Large Cap,True,False,False,False,2022-03-01,historical,0.14,1.0,0.14,False
ADANIGREEN,2022-03-31,1461.0,121.0,0.58,Large Cap,True,False,False,False,2022-05-30,historical,0.58,1.0,0.58,False
ADANIGREEN,2022-06-30,1635.0,214.0,1.18,Large Cap,True,False,False,False,2022-08-29,historical,1.18,1.0,1.18,False
ADANIGREEN,2022-09-30,1586.0,149.0,0.74,Large Cap,False,False,False,False,2022-11-29,historical,0.74,1.0,0.74,False
ADANIGREEN,2022-12-31,1973.0,103.0,0.47,Large Cap,True,False,False,False,2023-03-01,historical,0.47,1.0,0.47,False
ADANIGREEN,2023-03-31,2598.0,507.0,3.02,Large Cap,True,True,True,True,2023-05-30,historical,3.02,1.0,3.02,True
ADANIGREEN,2023-06-30,2176.0,323.0,1.85,Large Cap,False,False,False,False,2023-08-29,historical,1.85,1.0,1.85,False
ADANIGREEN,2023-09-30,2220.0,371.0,2.17,Large Cap,False,False,False,False,2023-11-29,historical,2.17,1.0,2.17,False
ADANIGREEN,2023-12-31,2311.0,256.0,1.42,Large Cap,False,False,False,False,2024-02-29,historical,1.42,1.0,1.42,False
ADANIGREEN,2024-03-31,2527.0,310.0,0.76,Large Cap,False,False,False,False,2024-05-30,historical,0.76,1.0,0.76,False
ADANIGREEN,2024-06-30,2834.0,629.0,2.63,Large Cap,True,True,False,False,2024-08-29,historical,2.63,1.0,2.63,False
ADANIGREEN,2024-09-30,3055.0,515.0,1.54,Large Cap,True,False,False,False,2024-11-29,historical,1.54,1.0,1.54,False
ADANIGREEN,2024-12-31,2340.0,474.0,2.92,Large Cap,False,False,False,False,2025-03-01,historical,2.92,1.0,2.92,False
ADANIGREEN,2025-03-31,3073.0,383.0,1.26,Large Cap,True,False,False,False,2025-05-30,historical,1.26,1.0,1.26,False
ADANIGREEN,2025-06-30,3800.0,824.0,4.26,Large Cap,True,True,True,True,2025-08-29,historical,4.26,1.0,4.26,True
ADANIGREEN,2025-09-30,3008.0,644.0,3.44,Large Cap,False,False,False,False,2025-11-29,historical,3.44,1.0,3.44,False
ADANIGREEN,2025-12-31,2618.0,5.0,-0.38,Large Cap,False,False,False,False,2026-03-01,historical,-0.38,1.0,-0.38,False
ADANIGREEN,2026-03-31,3502.0,514.0,2.33,Large Cap,False,False,False,False,2026-05-30,historical,2.33,1.0,2.33,False
ADANIGREEN,2026-06-30,4431.0,983.0,5.13,Large Cap,True,True,True,True,2026-08-11,live_scrape,5.13,1.0,5.13,True
ADANIPORTS,2010-03-31,420.54,192.17,,Large Cap,False,False,False,False,2010-05-30,historical,,1.0,,False
ADANIPORTS,2010-06-30,415.65,211.3,5.27,Large Cap,False,False,False,False,2010-08-29,historical,5.27,1.0,5.27,False
ADANIPORTS,2010-09-30,413.5100000000001,211.67,1.06,Large Cap,False,False,False,False,2010-11-29,historical,1.06,1.0,1.06,False
ADANIPORTS,2010-12-31,450.85,228.47,1.14,Large Cap,False,False,False,False,2011-03-01,historical,1.14,1.0,1.14,False
ADANIPORTS,2011-03-31,604.9399999999999,334.73,1.67,Large Cap,False,False,False,False,2011-05-30,historical,1.67,1.0,1.67,False
ADANIPORTS,2011-06-30,592.9300000000001,257.59000000000003,1.27,Large Cap,False,False,False,False,2011-08-29,historical,1.27,1.0,1.27,False
ADANIPORTS,2011-09-30,878.96,284.51,1.43,Large Cap,False,False,False,False,2011-11-29,historical,1.43,1.0,1.43,False
ADANIPORTS,2011-12-31,907.36,318.98,1.6,Large Cap,False,False,False,False,2012-02-29,historical,1.6,1.0,1.6,False
ADANIPORTS,2012-03-31,697.36,297.02,1.2,Large Cap,False,False,False,False,2012-05-30,historical,1.2,1.0,1.2,False
ADANIPORTS,2012-06-30,884.53,410.08,1.38,Large Cap,False,True,False,False,2012-08-29,historical,1.38,1.0,1.38,False
ADANIPORTS,2012-09-30,740.39,333.31,1.38,Large Cap,False,False,False,False,2012-11-29,historical,1.38,1.0,1.38,False
ADANIPORTS,2012-12-31,1041.96,431.79,1.8,Large Cap,True,True,True,True,2013-03-01,historical,1.8,1.0,1.8,True
ADANIPORTS,2013-03-31,1035.51,378.36,1.85,Large Cap,False,False,True,False,2013-05-30,historical,1.85,1.0,1.85,False
ADANIPORTS,2013-06-30,1478.41,418.59,2.07,Large Cap,True,False,True,False,2013-08-29,historical,2.07,1.0,2.07,False
ADANIPORTS,2013-09-30,1149.88,342.43,1.65,Large Cap,False,False,False,False,2013-11-29,historical,1.65,1.0,1.65,False
ADANIPORTS,2013-12-31,1072.2,449.5,2.18,Large Cap,False,True,True,False,2014-03-01,historical,2.18,1.0,2.18,False
ADANIPORTS,2014-03-31,1118.17,530.48,2.56,Large Cap,False,True,True,False,2014-05-30,historical,2.56,1.0,2.56,False
ADANIPORTS,2014-06-30,1263.92,577.03,2.74,Large Cap,False,True,True,False,2014-08-29,historical,2.74,1.0,2.74,False
ADANIPORTS,2014-09-30,1657.75,576.25,2.77,Large Cap,True,False,True,False,2014-11-29,historical,2.77,1.0,2.77,False
ADANIPORTS,2014-12-31,1548.46,511.97,2.47,Large Cap,False,False,False,False,2015-03-01,historical,2.47,1.0,2.47,False
ADANIPORTS,2015-03-31,1681.19,659.24,3.19,Large Cap,True,True,True,True,2015-05-30,historical,3.19,1.0,3.19,True
ADANIPORTS,2015-06-30,1714.78,629.9100000000001,3.09,Large Cap,True,False,False,False,2015-08-29,historical,3.09,1.0,3.09,False
ADANIPORTS,2015-09-30,1808.14,661.5,3.27,Large Cap,True,True,True,True,2015-11-29,historical,3.27,1.0,3.27,True
ADANIPORTS,2015-12-31,1696.03,667.6600000000001,3.26,Large Cap,False,True,False,False,2016-02-29,historical,3.26,1.0,3.26,False
ADANIPORTS,2016-03-31,1898.71,901.66,4.39,Large Cap,True,True,True,True,2016-05-30,historical,4.39,1.0,4.39,True
ADANIPORTS,2016-06-30,1826.58,822.57,3.98,Large Cap,False,False,False,False,2016-08-29,historical,3.98,1.0,3.98,False
ADANIPORTS,2016-09-30,2172.6400000000003,1077.28,5.18,Large Cap,True,True,True,True,2016-11-29,historical,5.18,1.0,5.18,True
ADANIPORTS,2016-12-31,2208.67,837.5799999999999,4.09,Large Cap,True,False,False,False,2017-03-01,historical,4.09,1.0,4.09,False
ADANIPORTS,2017-03-31,2231.46,1164.0700000000002,5.63,Large Cap,True,True,True,True,2017-05-30,historical,5.63,1.0,5.63,True
ADANIPORTS,2017-06-30,2745.1400000000003,767.52,3.67,Large Cap,True,False,False,False,2017-08-29,historical,3.67,1.0,3.67,False
ADANIPORTS,2017-09-30,2706.11,992.37,4.79,Large Cap,False,False,False,False,2017-11-29,historical,4.79,1.0,4.79,False
ADANIPORTS,2017-12-31,2688.85,1001.0,4.8,Large Cap,False,False,False,False,2018-03-01,historical,4.8,1.0,4.8,False
ADANIPORTS,2018-03-31,3182.86,929.06,4.48,Large Cap,True,False,False,False,2018-05-30,historical,4.48,1.0,4.48,False
ADANIPORTS,2018-06-30,2411.03,697.4,3.34,Large Cap,False,False,False,False,2018-08-29,historical,3.34,1.0,3.34,False
ADANIPORTS,2018-09-30,2608.01,614.23,2.92,Large Cap,False,False,False,False,2018-11-29,historical,2.92,1.0,2.92,False
ADANIPORTS,2018-12-31,2823.91,1418.9299999999998,6.8,Large Cap,False,True,True,False,2019-03-01,historical,6.8,1.0,6.8,False
ADANIPORTS,2019-03-31,3082.49,1314.19,6.21,Large Cap,False,False,False,False,2019-05-30,historical,6.21,1.0,6.21,False
ADANIPORTS,2019-06-30,2794.4700000000003,1028.69,4.94,Large Cap,False,False,False,False,2019-08-29,historical,4.94,1.0,4.94,False
ADANIPORTS,2019-09-30,2821.16,1059.2,5.09,Large Cap,False,False,False,False,2019-11-29,historical,5.09,1.0,5.09,False
ADANIPORTS,2019-12-31,2901.95,1356.4299999999998,6.66,Large Cap,False,False,False,False,2020-02-29,historical,6.66,1.0,6.66,False
ADANIPORTS,2020-03-31,2921.19,340.21,1.65,Large Cap,False,False,False,False,2020-05-30,historical,1.65,1.0,1.65,False
ADANIPORTS,2020-06-30,2292.69,757.83,3.73,Large Cap,False,False,False,False,2020-08-29,historical,3.73,1.0,3.73,False
ADANIPORTS,2020-09-30,2902.52,1393.69,6.83,Large Cap,False,False,True,False,2020-11-29,historical,6.83,1.0,6.83,False
ADANIPORTS,2020-12-31,3746.49,1576.53,7.69,Large Cap,True,True,True,True,2021-03-01,historical,7.69,1.0,7.69,True
ADANIPORTS,2021-03-31,3607.9,1320.69,6.34,Large Cap,False,False,False,False,2021-05-30,historical,6.34,1.0,6.34,False
