symbol,quarter_label,net_sales_cr,pat_cr,diluted_eps,source_url,pulled_at
LUPIN,Sep 2025,4068,1357,29.72,https://www.screener.in/company/LUPIN/,2026-08-16T07:14:15
LUPIN,Dec 2025,4501,717,15.71,https://www.screener.in/company/LUPIN/,2026-08-16T07:14:15
LUPIN,Mar 2026,5235,2164,47.33,https://www.screener.in/company/LUPIN/,2026-08-16T07:14:15
LUPIN,Jun 2026,7172,2715,59.37,https://www.screener.in/company/LUPIN/,2026-08-16T07:14:15
LXCHEM,Jun 2023,694,38,1.43,https://www.screener.in/company/LXCHEM/,2026-08-16T07:14:15
LXCHEM,Sep 2023,636,23,0.88,https://www.screener.in/company/LXCHEM/,2026-08-16T07:14:15
LXCHEM,Dec 2023,686,39,1.42,https://www.screener.in/company/LXCHEM/,2026-08-16T07:14:15
LXCHEM,Mar 2024,811,47,1.72,https://www.screener.in/company/LXCHEM/,2026-08-16T07:14:15
LXCHEM,Jun 2024,717,46,1.68,https://www.screener.in/company/LXCHEM/,2026-08-16T07:14:15
LXCHEM,Sep 2024,744,27,0.96,https://www.screener.in/company/LXCHEM/,2026-08-16T07:14:15
LXCHEM,Dec 2024,768,28,1.00,https://www.screener.in/company/LXCHEM/,2026-08-16T07:14:15
LXCHEM,Mar 2025,714,28,1.03,https://www.screener.in/company/LXCHEM/,2026-08-16T07:14:15
LXCHEM,Jun 2025,672,23,0.83,https://www.screener.in/company/LXCHEM/,2026-08-16T07:14:15
LXCHEM,Sep 2025,706,14,0.50,https://www.screener.in/company/LXCHEM/,2026-08-16T07:14:15
LXCHEM,Dec 2025,707,20,0.72,https://www.screener.in/company/LXCHEM/,2026-08-16T07:14:15
LXCHEM,Mar 2026,723,23,0.81,https://www.screener.in/company/LXCHEM/,2026-08-16T07:14:15
LXCHEM,Jun 2026,958,63,2.28,https://www.screener.in/company/LXCHEM/,2026-08-16T07:14:15
M&M,Jun 2023,24403,2759,22.19,https://www.screener.in/company/M&M/,2026-08-16T07:14:15
M&M,Sep 2023,25762,3393,27.29,https://www.screener.in/company/M&M/,2026-08-16T07:14:15
M&M,Dec 2023,25737,2490,20.02,https://www.screener.in/company/M&M/,2026-08-16T07:14:15
M&M,Mar 2024,25434,2000,16.08,https://www.screener.in/company/M&M/,2026-08-16T07:14:15
M&M,Jun 2024,27133,2613,21.01,https://www.screener.in/company/M&M/,2026-08-16T07:14:15
M&M,Sep 2024,28919,3841,30.89,https://www.screener.in/company/M&M/,2026-08-16T07:14:15
M&M,Dec 2024,30964,2964,23.84,https://www.screener.in/company/M&M/,2026-08-16T07:14:15
M&M,Mar 2025,31609,2437,19.60,https://www.screener.in/company/M&M/,2026-08-16T07:14:15
M&M,Jun 2025,34143,3450,27.74,https://www.screener.in/company/M&M/,2026-08-16T07:14:15
M&M,Sep 2025,35080,4521,36.35,https://www.screener.in/company/M&M/,2026-08-16T07:14:15
M&M,Dec 2025,38942,3931,31.61,https://www.screener.in/company/M&M/,2026-08-16T07:14:15
M&M,Mar 2026,39601,3737,30.05,https://www.screener.in/company/M&M/,2026-08-16T07:14:15
M&M,Jun 2026,41959,3685,29.63,https://www.screener.in/company/M&M/,2026-08-16T07:14:15
M&MFIN,Jun 2023,3085,353,2.54,https://www.screener.in/company/M&MFIN/,2026-08-16T07:14:15
M&MFIN,Sep 2023,3212,235,1.69,https://www.screener.in/company/M&MFIN/,2026-08-16T07:14:15
M&MFIN,Dec 2023,3454,553,3.98,https://www.screener.in/company/M&MFIN/,2026-08-16T07:14:15
M&MFIN,Mar 2024,3654,619,4.45,https://www.screener.in/company/M&MFIN/,2026-08-16T07:14:15
M&MFIN,Jun 2024,3722,513,3.69,https://www.screener.in/company/M&MFIN/,2026-08-16T07:14:15
M&MFIN,Sep 2024,3913,369,2.66,https://www.screener.in/company/M&MFIN/,2026-08-16T07:14:15
M&MFIN,Dec 2024,4143,899,6.47,https://www.screener.in/company/M&MFIN/,2026-08-16T07:14:15
M&MFIN,Mar 2025,4241,563,4.05,https://www.screener.in/company/M&MFIN/,2026-08-16T07:14:15
M&MFIN,Jun 2025,4419,530,3.81,https://www.screener.in/company/M&MFIN/,2026-08-16T07:14:15
M&MFIN,Sep 2025,4473,569,4.10,https://www.screener.in/company/M&MFIN/,2026-08-16T07:14:15
M&MFIN,Dec 2025,4754,810,5.83,https://www.screener.in/company/M&MFIN/,2026-08-16T07:14:15
M&MFIN,Mar 2026,4800,873,6.28,https://www.screener.in/company/M&MFIN/,2026-08-16T07:14:15
M&MFIN,Jun 2026,4972,899,6.47,https://www.screener.in/company/M&MFIN/,2026-08-16T07:14:15
MAHABANK,Jun 2023,4789,882,1.25,https://www.screener.in/company/MAHABANK/,2026-08-16T07:14:15
MAHABANK,Sep 2023,5068,920,1.30,https://www.screener.in/company/MAHABANK/,2026-08-16T07:14:15
MAHABANK,Dec 2023,5171,1036,1.46,https://www.screener.in/company/MAHABANK/,2026-08-16T07:14:15
MAHABANK,Mar 2024,5467,1218,1.72,https://www.screener.in/company/MAHABANK/,2026-08-16T07:14:15
MAHABANK,Jun 2024,5875,1293,1.83,https://www.screener.in/company/MAHABANK/,2026-08-16T07:14:15
MAHABANK,Sep 2024,6017,1327,1.87,https://www.screener.in/company/MAHABANK/,2026-08-16T07:14:15
MAHABANK,Dec 2024,6325,1406,1.83,https://www.screener.in/company/MAHABANK/,2026-08-16T07:14:15
MAHABANK,Mar 2025,6731,1493,1.94,https://www.screener.in/company/MAHABANK/,2026-08-16T07:14:15
MAHABANK,Jun 2025,7054,1593,2.07,https://www.screener.in/company/MAHABANK/,2026-08-16T07:14:15
MAHABANK,Sep 2025,7128,1633,2.12,https://www.screener.in/company/MAHABANK/,2026-08-16T07:14:15
MAHABANK,Dec 2025,7344,1779,2.31,https://www.screener.in/company/MAHABANK/,2026-08-16T07:14:15
MAHABANK,Mar 2026,7755,2014,2.62,https://www.screener.in/company/MAHABANK/,2026-08-16T07:14:15
MAHABANK,Jun 2026,8035,2020,2.63,https://www.screener.in/company/MAHABANK/,2026-08-16T07:14:15
MAHSCOOTER,Jun 2023,5.26,0.48,0.42,https://www.screener.in/company/MAHSCOOTER/,2026-08-16T07:14:15
MAHSCOOTER,Sep 2023,205.92,197.73,173.01,https://www.screener.in/company/MAHSCOOTER/,2026-08-16T07:14:15
MAHSCOOTER,Dec 2023,6.37,1.00,0.87,https://www.screener.in/company/MAHSCOOTER/,2026-08-16T07:14:15
MAHSCOOTER,Mar 2024,5.18,0.10,0.09,https://www.screener.in/company/MAHSCOOTER/,2026-08-16T07:14:15
MAHSCOOTER,Jun 2024,7.72,8.26,7.23,https://www.screener.in/company/MAHSCOOTER/,2026-08-16T07:14:15
MAHSCOOTER,Sep 2024,163.17,151.16,132.26,https://www.screener.in/company/MAHSCOOTER/,2026-08-16T07:14:15
MAHSCOOTER,Dec 2024,5.79,3.30,2.89,https://www.screener.in/company/MAHSCOOTER/,2026-08-16T07:14:15
MAHSCOOTER,Mar 2025,6.65,51.63,45.18,https://www.screener.in/company/MAHSCOOTER/,2026-08-16T07:14:15
MAHSCOOTER,Jun 2025,29.27,35.36,30.94,https://www.screener.in/company/MAHSCOOTER/,2026-08-16T07:14:15
MAHSCOOTER,Sep 2025,271.02,267.07,233.69,https://www.screener.in/company/MAHSCOOTER/,2026-08-16T07:14:15
MAHSCOOTER,Dec 2025,6.44,4.12,3.60,https://www.screener.in/company/MAHSCOOTER/,2026-08-16T07:14:15
MAHSCOOTER,Mar 2026,6.03,4.01,3.51,https://www.screener.in/company/MAHSCOOTER/,2026-08-16T07:14:15
MAHSCOOTER,Jun 2026,5.41,3.32,2.90,https://www.screener.in/company/MAHSCOOTER/,2026-08-16T07:14:15
MAHSEAMLES,Jun 2023,1223,216,16.10,https://www.screener.in/company/MAHSEAMLES/,2026-08-16T07:14:15
MAHSEAMLES,Sep 2023,1535,256,19.07,https://www.screener.in/company/MAHSEAMLES/,2026-08-16T07:14:15
MAHSEAMLES,Dec 2023,1430,280,20.92,https://www.screener.in/company/MAHSEAMLES/,2026-08-16T07:14:15
MAHSEAMLES,Mar 2024,1215,223,16.66,https://www.screener.in/company/MAHSEAMLES/,2026-08-16T07:14:15
MAHSEAMLES,Jun 2024,1151,136,10.15,https://www.screener.in/company/MAHSEAMLES/,2026-08-16T07:14:15
MAHSEAMLES,Sep 2024,1291,224,16.73,https://www.screener.in/company/MAHSEAMLES/,2026-08-16T07:14:15
MAHSEAMLES,Dec 2024,1408,190,14.19,https://www.screener.in/company/MAHSEAMLES/,2026-08-16T07:14:15
MAHSEAMLES,Mar 2025,1416,243,18.10,https://www.screener.in/company/MAHSEAMLES/,2026-08-16T07:14:15
MAHSEAMLES,Jun 2025,1143,234,17.45,https://www.screener.in/company/MAHSEAMLES/,2026-08-16T07:14:15
MAHSEAMLES,Sep 2025,1158,130,9.67,https://www.screener.in/company/MAHSEAMLES/,2026-08-16T07:14:15
MAHSEAMLES,Dec 2025,1090,247,18.45,https://www.screener.in/company/MAHSEAMLES/,2026-08-16T07:14:15
MAHSEAMLES,Mar 2026,1280,108,8.03,https://www.screener.in/company/MAHSEAMLES/,2026-08-16T07:14:15
MAHSEAMLES,Jun 2026,1091,271,20.21,https://www.screener.in/company/MAHSEAMLES/,2026-08-16T07:14:15
MANAPPURAM,Jun 2023,1344,381,4.50,https://www.screener.in/company/MANAPPURAM/,2026-08-16T07:14:15
MANAPPURAM,Sep 2023,1454,420,4.96,https://www.screener.in/company/MANAPPURAM/,2026-08-16T07:14:15
MANAPPURAM,Dec 2023,1526,429,5.06,https://www.screener.in/company/MANAPPURAM/,2026-08-16T07:14:15
MANAPPURAM,Mar 2024,1508,428,5.06,https://www.screener.in/company/MANAPPURAM/,2026-08-16T07:14:15
MANAPPURAM,Jun 2024,1620,441,5.21,https://www.screener.in/company/MANAPPURAM/,2026-08-16T07:14:15
MANAPPURAM,Sep 2024,1748,475,5.61,https://www.screener.in/company/MANAPPURAM/,2026-08-16T07:14:15
MANAPPURAM,Dec 2024,1799,453,5.36,https://www.screener.in/company/MANAPPURAM/,2026-08-16T07:14:15
MANAPPURAM,Mar 2025,1739,414,4.90,https://www.screener.in/company/MANAPPURAM/,2026-08-16T07:14:15
MANAPPURAM,Jun 2025,1743,392,4.63,https://www.screener.in/company/MANAPPURAM/,2026-08-16T07:14:15
MANAPPURAM,Sep 2025,1820,376,4.44,https://www.screener.in/company/MANAPPURAM/,2026-08-16T07:14:15
MANAPPURAM,Dec 2025,1918,381,4.50,https://www.screener.in/company/MANAPPURAM/,2026-08-16T07:14:15
MANAPPURAM,Mar 2026,2158,376,4.00,https://www.screener.in/company/MANAPPURAM/,2026-08-16T07:14:15
MANAPPURAM,Jun 2026,2543,552,5.87,https://www.screener.in/company/MANAPPURAM/,2026-08-16T07:14:15
MANKIND,Jun 2023,2092,409,10.22,https://www.screener.in/company/MANKIND/,2026-08-16T07:14:15
MANKIND,Sep 2023,2260,473,11.80,https://www.screener.in/company/MANKIND/,2026-08-16T07:14:15
MANKIND,Dec 2023,2209,487,12.16,https://www.screener.in/company/MANKIND/,2026-08-16T07:14:15
MANKIND,Mar 2024,2007,468,11.68,https://www.screener.in/company/MANKIND/,2026-08-16T07:14:15
MANKIND,Jun 2024,2413,506,12.62,https://www.screener.in/company/MANKIND/,2026-08-16T07:14:15
MANKIND,Sep 2024,2544,645,16.11,https://www.screener.in/company/MANKIND/,2026-08-16T07:14:15
MANKIND,Dec 2024,2414,412,9.99,https://www.screener.in/company/MANKIND/,2026-08-16T07:14:15
MANKIND,Mar 2025,2119,238,5.77,https://www.screener.in/company/MANKIND/,2026-08-16T07:14:15
MANKIND,Jun 2025,2570,415,10.06,https://www.screener.in/company/MANKIND/,2026-08-16T07:14:15
MANKIND,Sep 2025,2609,459,11.12,https://www.screener.in/company/MANKIND/,2026-08-16T07:14:15
MANKIND,Dec 2025,2633,449,10.87,https://www.screener.in/company/MANKIND/,2026-08-16T07:14:15
MANKIND,Mar 2026,2582,714,17.29,https://www.screener.in/company/MANKIND/,2026-08-16T07:14:15
MANKIND,Jun 2026,2964,558,13.52,https://www.screener.in/company/MANKIND/,2026-08-16T07:14:15
MANORAMA,Jun 2023,112,12,1.94,https://www.screener.in/company/MANORAMA/,2026-08-16T07:14:15
MANORAMA,Sep 2023,118,9,1.44,https://www.screener.in/company/MANORAMA/,2026-08-16T07:14:15
MANORAMA,Dec 2023,98,7,1.25,https://www.screener.in/company/MANORAMA/,2026-08-16T07:14:15
MANORAMA,Mar 2024,129,12,2.10,https://www.screener.in/company/MANORAMA/,2026-08-16T07:14:15
MANORAMA,Jun 2024,133,14,2.27,https://www.screener.in/company/MANORAMA/,2026-08-16T07:14:15
MANORAMA,Sep 2024,195,27,4.48,https://www.screener.in/company/MANORAMA/,2026-08-16T07:14:15
MANORAMA,Dec 2024,209,30,4.95,https://www.screener.in/company/MANORAMA/,2026-08-16T07:14:15
MANORAMA,Mar 2025,233,42,7.09,https://www.screener.in/company/MANORAMA/,2026-08-16T07:14:15
MANORAMA,Jun 2025,290,51,8.48,https://www.screener.in/company/MANORAMA/,2026-08-16T07:14:15
MANORAMA,Sep 2025,323,55,9.19,https://www.screener.in/company/MANORAMA/,2026-08-16T07:14:15
MANORAMA,Dec 2025,363,68,11.43,https://www.screener.in/company/MANORAMA/,2026-08-16T07:14:15
MANORAMA,Mar 2026,382,60,9.97,https://www.screener.in/company/MANORAMA/,2026-08-16T07:14:15
MANORAMA,Jun 2026,404,82,13.66,https://www.screener.in/company/MANORAMA/,2026-08-16T07:14:15
MANYAVAR,Jun 2023,311,92,3.80,https://www.screener.in/company/MANYAVAR/,2026-08-16T07:14:15
MANYAVAR,Sep 2023,218,49,2.02,https://www.screener.in/company/MANYAVAR/,2026-08-16T07:14:15
MANYAVAR,Dec 2023,474,158,6.49,https://www.screener.in/company/MANYAVAR/,2026-08-16T07:14:15
MANYAVAR,Mar 2024,363,116,4.77,https://www.screener.in/company/MANYAVAR/,2026-08-16T07:14:15
MANYAVAR,Jun 2024,240,62,2.57,https://www.screener.in/company/MANYAVAR/,2026-08-16T07:14:15
MANYAVAR,Sep 2024,268,67,2.75,https://www.screener.in/company/MANYAVAR/,2026-08-16T07:14:15
MANYAVAR,Dec 2024,511,158,6.50,https://www.screener.in/company/MANYAVAR/,2026-08-16T07:14:15
MANYAVAR,Mar 2025,367,101,4.16,https://www.screener.in/company/MANYAVAR/,2026-08-16T07:14:15
MANYAVAR,Jun 2025,281,70,2.89,https://www.screener.in/company/MANYAVAR/,2026-08-16T07:14:15
MANYAVAR,Sep 2025,263,56,2.31,https://www.screener.in/company/MANYAVAR/,2026-08-16T07:14:15
MANYAVAR,Dec 2025,492,135,5.55,https://www.screener.in/company/MANYAVAR/,2026-08-16T07:14:15
MANYAVAR,Mar 2026,399,114,4.70,https://www.screener.in/company/MANYAVAR/,2026-08-16T07:14:15
MANYAVAR,Jun 2026,301,81,3.32,https://www.screener.in/company/MANYAVAR/,2026-08-16T07:14:15
MAPMYINDIA,Jun 2023,75,33,6.20,https://www.screener.in/company/MAPMYINDIA/,2026-08-16T07:14:15
MAPMYINDIA,Sep 2023,80,34,6.31,https://www.screener.in/company/MAPMYINDIA/,2026-08-16T07:14:15
MAPMYINDIA,Dec 2023,76,32,5.98,https://www.screener.in/company/MAPMYINDIA/,2026-08-16T07:14:15
MAPMYINDIA,Mar 2024,85,38,6.99,https://www.screener.in/company/MAPMYINDIA/,2026-08-16T07:14:15
MAPMYINDIA,Jun 2024,86,37,6.89,https://www.screener.in/company/MAPMYINDIA/,2026-08-16T07:14:15
MAPMYINDIA,Sep 2024,84,31,5.75,https://www.screener.in/company/MAPMYINDIA/,2026-08-16T07:14:15
MAPMYINDIA,Dec 2024,96,33,5.99,https://www.screener.in/company/MAPMYINDIA/,2026-08-16T07:14:15
MAPMYINDIA,Mar 2025,118,49,8.98,https://www.screener.in/company/MAPMYINDIA/,2026-08-16T07:14:15
MAPMYINDIA,Jun 2025,103,50,9.25,https://www.screener.in/company/MAPMYINDIA/,2026-08-16T07:14:15
MAPMYINDIA,Sep 2025,85,18,3.38,https://www.screener.in/company/MAPMYINDIA/,2026-08-16T07:14:15
MAPMYINDIA,Dec 2025,85,22,4.11,https://www.screener.in/company/MAPMYINDIA/,2026-08-16T07:14:15
MAPMYINDIA,Mar 2026,128,47,8.51,https://www.screener.in/company/MAPMYINDIA/,2026-08-16T07:14:15
MAPMYINDIA,Jun 2026,124,55,10.12,https://www.screener.in/company/MAPMYINDIA/,2026-08-16T07:14:15
MARICO,Jun 2023,1841,307,2.37,https://www.screener.in/company/MARICO/,2026-08-16T07:14:15
MARICO,Sep 2023,1791,258,1.99,https://www.screener.in/company/MARICO/,2026-08-16T07:14:15
MARICO,Dec 2023,1733,284,2.19,https://www.screener.in/company/MARICO/,2026-08-16T07:14:15
MARICO,Mar 2024,1637,229,1.77,https://www.screener.in/company/MARICO/,2026-08-16T07:14:15
MARICO,Jun 2024,1886,311,2.40,https://www.screener.in/company/MARICO/,2026-08-16T07:14:15
MARICO,Sep 2024,1860,529,4.09,https://www.screener.in/company/MARICO/,2026-08-16T07:14:15
MARICO,Dec 2024,1988,369,2.85,https://www.screener.in/company/MARICO/,2026-08-16T07:14:15
MARICO,Mar 2025,1870,325,2.51,https://www.screener.in/company/MARICO/,2026-08-16T07:14:15
MARICO,Jun 2025,2349,773,5.96,https://www.screener.in/company/MARICO/,2026-08-16T07:14:15
MARICO,Sep 2025,2439,395,3.04,https://www.screener.in/company/MARICO/,2026-08-16T07:14:15
MARICO,Dec 2025,2461,441,3.40,https://www.screener.in/company/MARICO/,2026-08-16T07:14:15
MARICO,Mar 2026,2272,344,2.65,https://www.screener.in/company/MARICO/,2026-08-16T07:14:15
MARICO,Jun 2026,2794,460,3.54,https://www.screener.in/company/MARICO/,2026-08-16T07:14:15
MARKSANS,Jun 2023,182,44,0.98,https://www.screener.in/company/MARKSANS/,2026-08-16T07:14:15
MARKSANS,Sep 2023,205,31,0.69,https://www.screener.in/company/MARKSANS/,2026-08-16T07:14:15
MARKSANS,Dec 2023,241,25,0.56,https://www.screener.in/company/MARKSANS/,2026-08-16T07:14:15
MARKSANS,Mar 2024,225,33,0.73,https://www.screener.in/company/MARKSANS/,2026-08-16T07:14:15
MARKSANS,Jun 2024,255,32,0.71,https://www.screener.in/company/MARKSANS/,2026-08-16T07:14:15
MARKSANS,Sep 2024,309,63,1.39,https://www.screener.in/company/MARKSANS/,2026-08-16T07:14:15
MARKSANS,Dec 2024,312,55,1.22,https://www.screener.in/company/MARKSANS/,2026-08-16T07:14:15
MARKSANS,Mar 2025,299,38,0.83,https://www.screener.in/company/MARKSANS/,2026-08-16T07:14:15
MARKSANS,Jun 2025,320,48,1.06,https://www.screener.in/company/MARKSANS/,2026-08-16T07:14:15
MARKSANS,Sep 2025,320,100,2.20,https://www.screener.in/company/MARKSANS/,2026-08-16T07:14:15
MARKSANS,Dec 2025,340,61,1.34,https://www.screener.in/company/MARKSANS/,2026-08-16T07:14:15
MARKSANS,Mar 2026,362,92,2.03,https://www.screener.in/company/MARKSANS/,2026-08-16T07:14:15
MARKSANS,Jun 2026,321,69,1.52,https://www.screener.in/company/MARKSANS/,2026-08-16T07:14:15
MARUTI,Jun 2023,32327,2485,82.27,https://www.screener.in/company/MARUTI/,2026-08-16T07:14:15
MARUTI,Sep 2023,37062,3716,123.03,https://www.screener.in/company/MARUTI/,2026-08-16T07:14:15
MARUTI,Dec 2023,33309,3130,99.55,https://www.screener.in/company/MARUTI/,2026-08-16T07:14:15
MARUTI,Mar 2024,38235,3878,123.34,https://www.screener.in/company/MARUTI/,2026-08-16T07:14:15
MARUTI,Jun 2024,35531,3650,116.09,https://www.screener.in/company/MARUTI/,2026-08-16T07:14:15
MARUTI,Sep 2024,37203,3069,97.62,https://www.screener.in/company/MARUTI/,2026-08-16T07:14:15
MARUTI,Dec 2024,38752,3659,116.39,https://www.screener.in/company/MARUTI/,2026-08-16T07:14:15
MARUTI,Mar 2025,40910,3857,122.69,https://www.screener.in/company/MARUTI/,2026-08-16T07:14:15
MARUTI,Jun 2025,38593,3758,119.53,https://www.screener.in/company/MARUTI/,2026-08-16T07:14:15
MARUTI,Sep 2025,42332,3303,105.05,https://www.screener.in/company/MARUTI/,2026-08-16T07:14:15
MARUTI,Dec 2025,49892,3794,120.67,https://www.screener.in/company/MARUTI/,2026-08-16T07:14:15
MARUTI,Mar 2026,52449,3590,114.20,https://www.screener.in/company/MARUTI/,2026-08-16T07:14:15
MARUTI,Jun 2026,52456,3352,106.62,https://www.screener.in/company/MARUTI/,2026-08-16T07:14:15
MASTEK,Jun 2023,97,16,5.23,https://www.screener.in/company/MASTEK/,2026-08-16T07:14:15
MASTEK,Sep 2023,107,48,15.52,https://www.screener.in/company/MASTEK/,2026-08-16T07:14:15
MASTEK,Dec 2023,113,18,5.73,https://www.screener.in/company/MASTEK/,2026-08-16T07:14:15
MASTEK,Mar 2024,117,39,12.67,https://www.screener.in/company/MASTEK/,2026-08-16T07:14:15
MASTEK,Jun 2024,227,28,9.13,https://www.screener.in/company/MASTEK/,2026-08-16T07:14:15
MASTEK,Sep 2024,245,78,25.40,https://www.screener.in/company/MASTEK/,2026-08-16T07:14:15
MASTEK,Dec 2024,233,14,4.42,https://www.screener.in/company/MASTEK/,2026-08-16T07:14:15
MASTEK,Mar 2025,234,20,6.50,https://www.screener.in/company/MASTEK/,2026-08-16T07:14:15
MASTEK,Jun 2025,229,42,13.54,https://www.screener.in/company/MASTEK/,2026-08-16T07:14:15
MASTEK,Sep 2025,218,75,24.28,https://www.screener.in/company/MASTEK/,2026-08-16T07:14:15
MASTEK,Dec 2025,226,28,9.10,https://www.screener.in/company/MASTEK/,2026-08-16T07:14:15
MASTEK,Mar 2026,245,57,18.44,https://www.screener.in/company/MASTEK/,2026-08-16T07:14:15
MASTEK,Jun 2026,221,21,6.71,https://www.screener.in/company/MASTEK/,2026-08-16T07:14:15
MAXHEALTH,Jun 2023,544,126,1.30,https://www.screener.in/company/MAXHEALTH/,2026-08-16T07:14:15
MAXHEALTH,Sep 2023,597,161,1.66,https://www.screener.in/company/MAXHEALTH/,2026-08-16T07:14:15
MAXHEALTH,Dec 2023,591,158,1.63,https://www.screener.in/company/MAXHEALTH/,2026-08-16T07:14:15
MAXHEALTH,Mar 2024,610,242,2.49,https://www.screener.in/company/MAXHEALTH/,2026-08-16T07:14:15
MAXHEALTH,Jun 2024,621,154,1.59,https://www.screener.in/company/MAXHEALTH/,2026-08-16T07:14:15
MAXHEALTH,Sep 2024,686,231,2.38,https://www.screener.in/company/MAXHEALTH/,2026-08-16T07:14:15
MAXHEALTH,Dec 2024,697,138,1.42,https://www.screener.in/company/MAXHEALTH/,2026-08-16T07:14:15
MAXHEALTH,Mar 2025,659,177,1.82,https://www.screener.in/company/MAXHEALTH/,2026-08-16T07:14:15
MAXHEALTH,Jun 2025,694,166,1.71,https://www.screener.in/company/MAXHEALTH/,2026-08-16T07:14:15
MAXHEALTH,Sep 2025,737,160,1.65,https://www.screener.in/company/MAXHEALTH/,2026-08-16T07:14:15
MAXHEALTH,Dec 2025,711,187,1.92,https://www.screener.in/company/MAXHEALTH/,2026-08-16T07:14:15
MAXHEALTH,Mar 2026,733,203,2.09,https://www.screener.in/company/MAXHEALTH/,2026-08-16T07:14:15
MAXHEALTH,Jun 2026,783,168,1.72,https://www.screener.in/company/MAXHEALTH/,2026-08-16T07:14:15
MAZDOCK,Jun 2023,2173,287,7.11,https://www.screener.in/company/MAZDOCK/,2026-08-16T07:14:15
MAZDOCK,Sep 2023,1828,313,7.76,https://www.screener.in/company/MAZDOCK/,2026-08-16T07:14:15
MAZDOCK,Dec 2023,2362,592,14.66,https://www.screener.in/company/MAZDOCK/,2026-08-16T07:14:15
MAZDOCK,Mar 2024,3104,654,16.22,https://www.screener.in/company/MAZDOCK/,2026-08-16T07:14:15
MAZDOCK,Jun 2024,2357,666,16.51,https://www.screener.in/company/MAZDOCK/,2026-08-16T07:14:15
MAZDOCK,Sep 2024,2757,564,13.97,https://www.screener.in/company/MAZDOCK/,2026-08-16T07:14:15
MAZDOCK,Dec 2024,3144,768,19.04,https://www.screener.in/company/MAZDOCK/,2026-08-16T07:14:15
MAZDOCK,Mar 2025,3174,327,8.11,https://www.screener.in/company/MAZDOCK/,2026-08-16T07:14:15
MAZDOCK,Jun 2025,2626,419,10.39,https://www.screener.in/company/MAZDOCK/,2026-08-16T07:14:15
MAZDOCK,Sep 2025,2929,715,17.73,https://www.screener.in/company/MAZDOCK/,2026-08-16T07:14:15
MAZDOCK,Dec 2025,3601,837,20.75,https://www.screener.in/company/MAZDOCK/,2026-08-16T07:14:15
MAZDOCK,Mar 2026,3684,464,11.50,https://www.screener.in/company/MAZDOCK/,2026-08-16T07:14:15
MAZDOCK,Jun 2026,2771,510,12.64,https://www.screener.in/company/MAZDOCK/,2026-08-16T07:14:15
MCX,Jun 2023,128,24,0.94,https://www.screener.in/company/MCX/,2026-08-16T07:14:15
MCX,Sep 2023,141,-7,-0.27,https://www.screener.in/company/MCX/,2026-08-16T07:14:15
MCX,Dec 2023,163,-27,-1.06,https://www.screener.in/company/MCX/,2026-08-16T07:14:15
MCX,Mar 2024,160,62,2.43,https://www.screener.in/company/MCX/,2026-08-16T07:14:15
MCX,Jun 2024,209,80,3.15,https://www.screener.in/company/MCX/,2026-08-16T07:14:15
MCX,Sep 2024,257,111,4.33,https://www.screener.in/company/MCX/,2026-08-16T07:14:15
MCX,Dec 2024,278,122,4.79,https://www.screener.in/company/MCX/,2026-08-16T07:14:15
MCX,Mar 2025,269,102,3.99,https://www.screener.in/company/MCX/,2026-08-16T07:14:15
MCX,Jun 2025,349,157,6.15,https://www.screener.in/company/MCX/,2026-08-16T07:14:15
MCX,Sep 2025,352,156,6.13,https://www.screener.in/company/MCX/,2026-08-16T07:14:15
MCX,Dec 2025,624,307,12.04,https://www.screener.in/company/MCX/,2026-08-16T07:14:15
MCX,Mar 2026,829,409,16.03,https://www.screener.in/company/MCX/,2026-08-16T07:14:15
MCX,Jun 2026,667,327,12.84,https://www.screener.in/company/MCX/,2026-08-16T07:14:15
MEDANTA,Jun 2023,551,86,3.21,https://www.screener.in/company/MEDANTA/,2026-08-16T07:14:15
MEDANTA,Sep 2023,580,95,3.54,https://www.screener.in/company/MEDANTA/,2026-08-16T07:14:15
MEDANTA,Dec 2023,565,87,3.25,https://www.screener.in/company/MEDANTA/,2026-08-16T07:14:15
MEDANTA,Mar 2024,724,109,4.08,https://www.screener.in/company/MEDANTA/,2026-08-16T07:14:15
MEDANTA,Jun 2024,611,96,3.59,https://www.screener.in/company/MEDANTA/,2026-08-16T07:14:15
MEDANTA,Sep 2024,665,104,3.89,https://www.screener.in/company/MEDANTA/,2026-08-16T07:14:15
MEDANTA,Dec 2024,812,131,4.89,https://www.screener.in/company/MEDANTA/,2026-08-16T07:14:15
MEDANTA,Mar 2025,803,93,3.48,https://www.screener.in/company/MEDANTA/,2026-08-16T07:14:15
MEDANTA,Jun 2025,882,152,5.65,https://www.screener.in/company/MEDANTA/,2026-08-16T07:14:15
MEDANTA,Sep 2025,926,140,5.22,https://www.screener.in/company/MEDANTA/,2026-08-16T07:14:15
MEDANTA,Dec 2025,940,80,2.97,https://www.screener.in/company/MEDANTA/,2026-08-16T07:14:15
MEDANTA,Mar 2026,961,124,4.62,https://www.screener.in/company/MEDANTA/,2026-08-16T07:14:15
MEDANTA,Jun 2026,1079,137,5.11,https://www.screener.in/company/MEDANTA/,2026-08-16T07:14:15
MEDPLUS,Jun 2023,72,-3,-0.29,https://www.screener.in/company/MEDPLUS/,2026-08-16T07:14:15
