symbol,quarter_label,net_sales_cr,pat_cr,diluted_eps,source_url,pulled_at
BANKINDIA,Dec 2024,18211,2517,5.53,https://www.screener.in/company/BANKINDIA/,2026-08-16T07:14:15
BANKINDIA,Mar 2025,18323,2626,5.77,https://www.screener.in/company/BANKINDIA/,2026-08-16T07:14:15
BANKINDIA,Jun 2025,18352,2252,4.95,https://www.screener.in/company/BANKINDIA/,2026-08-16T07:14:15
BANKINDIA,Sep 2025,18406,2555,5.61,https://www.screener.in/company/BANKINDIA/,2026-08-16T07:14:15
BANKINDIA,Dec 2025,18927,2705,5.94,https://www.screener.in/company/BANKINDIA/,2026-08-16T07:14:15
BANKINDIA,Mar 2026,19476,3016,6.62,https://www.screener.in/company/BANKINDIA/,2026-08-16T07:14:15
BANKINDIA,Jun 2026,19949,3068,6.74,https://www.screener.in/company/BANKINDIA/,2026-08-16T07:14:15
BATAINDIA,Jun 2023,958,108,8.39,https://www.screener.in/company/BATAINDIA/,2026-08-16T07:14:15
BATAINDIA,Sep 2023,819,34,2.68,https://www.screener.in/company/BATAINDIA/,2026-08-16T07:14:15
BATAINDIA,Dec 2023,903,57,4.46,https://www.screener.in/company/BATAINDIA/,2026-08-16T07:14:15
BATAINDIA,Mar 2024,798,60,4.69,https://www.screener.in/company/BATAINDIA/,2026-08-16T07:14:15
BATAINDIA,Jun 2024,945,174,13.57,https://www.screener.in/company/BATAINDIA/,2026-08-16T07:14:15
BATAINDIA,Sep 2024,837,52,4.07,https://www.screener.in/company/BATAINDIA/,2026-08-16T07:14:15
BATAINDIA,Dec 2024,918,58,4.53,https://www.screener.in/company/BATAINDIA/,2026-08-16T07:14:15
BATAINDIA,Mar 2025,788,44,3.39,https://www.screener.in/company/BATAINDIA/,2026-08-16T07:14:15
BATAINDIA,Jun 2025,942,52,4.02,https://www.screener.in/company/BATAINDIA/,2026-08-16T07:14:15
BATAINDIA,Sep 2025,801,14,1.07,https://www.screener.in/company/BATAINDIA/,2026-08-16T07:14:15
BATAINDIA,Dec 2025,945,66,5.14,https://www.screener.in/company/BATAINDIA/,2026-08-16T07:14:15
BATAINDIA,Mar 2026,828,2,0.16,https://www.screener.in/company/BATAINDIA/,2026-08-16T07:14:15
BATAINDIA,Jun 2026,979,64,4.96,https://www.screener.in/company/BATAINDIA/,2026-08-16T07:14:15
BAYERCROP,Jun 2023,1740,328,73.09,https://www.screener.in/company/BAYERCROP/,2026-08-16T07:14:15
BAYERCROP,Sep 2023,1617,223,49.60,https://www.screener.in/company/BAYERCROP/,2026-08-16T07:14:15
BAYERCROP,Dec 2023,955,93,20.72,https://www.screener.in/company/BAYERCROP/,2026-08-16T07:14:15
BAYERCROP,Mar 2024,792,96,21.36,https://www.screener.in/company/BAYERCROP/,2026-08-16T07:14:15
BAYERCROP,Jun 2024,1631,254,56.56,https://www.screener.in/company/BAYERCROP/,2026-08-16T07:14:15
BAYERCROP,Sep 2024,1738,136,30.33,https://www.screener.in/company/BAYERCROP/,2026-08-16T07:14:15
BAYERCROP,Dec 2024,1057,34,7.61,https://www.screener.in/company/BAYERCROP/,2026-08-16T07:14:15
BAYERCROP,Mar 2025,1046,143,31.89,https://www.screener.in/company/BAYERCROP/,2026-08-16T07:14:15
BAYERCROP,Jun 2025,1915,279,62.01,https://www.screener.in/company/BAYERCROP/,2026-08-16T07:14:15
BAYERCROP,Sep 2025,1553,153,33.98,https://www.screener.in/company/BAYERCROP/,2026-08-16T07:14:15
BAYERCROP,Dec 2025,1106,96,21.29,https://www.screener.in/company/BAYERCROP/,2026-08-16T07:14:15
BAYERCROP,Mar 2026,1101,162,36.07,https://www.screener.in/company/BAYERCROP/,2026-08-16T07:14:15
BAYERCROP,Jun 2026,1835,322,71.56,https://www.screener.in/company/BAYERCROP/,2026-08-16T07:14:15
BBOX,Jun 2023,84.28,-0.50,-0.03,https://www.screener.in/company/BBOX/,2026-08-16T07:14:15
BBOX,Sep 2023,94.72,-3.73,-0.22,https://www.screener.in/company/BBOX/,2026-08-16T07:14:15
BBOX,Dec 2023,103.96,3.49,0.21,https://www.screener.in/company/BBOX/,2026-08-16T07:14:15
BBOX,Mar 2024,103.69,-14.24,-0.85,https://www.screener.in/company/BBOX/,2026-08-16T07:14:15
BBOX,Jun 2024,84.18,-2.58,-0.15,https://www.screener.in/company/BBOX/,2026-08-16T07:14:15
BBOX,Sep 2024,81.09,-2.47,-0.15,https://www.screener.in/company/BBOX/,2026-08-16T07:14:15
BBOX,Dec 2024,87.13,1.46,0.09,https://www.screener.in/company/BBOX/,2026-08-16T07:14:15
BBOX,Mar 2025,124.46,15.47,0.91,https://www.screener.in/company/BBOX/,2026-08-16T07:14:15
BBOX,Jun 2025,75.99,1.16,0.07,https://www.screener.in/company/BBOX/,2026-08-16T07:14:15
BBOX,Sep 2025,116.77,3.23,0.19,https://www.screener.in/company/BBOX/,2026-08-16T07:14:15
BBOX,Dec 2025,102.87,-1.34,-0.08,https://www.screener.in/company/BBOX/,2026-08-16T07:14:15
BBOX,Mar 2026,110.35,15.18,0.86,https://www.screener.in/company/BBOX/,2026-08-16T07:14:15
BBOX,Jun 2026,96.38,-2.40,-0.14,https://www.screener.in/company/BBOX/,2026-08-16T07:14:15
BBTC,Jun 2023,58.42,-17.82,-2.55,https://www.screener.in/company/BBTC/,2026-08-16T07:14:15
BBTC,Sep 2023,72.04,-22.35,-3.20,https://www.screener.in/company/BBTC/,2026-08-16T07:14:15
BBTC,Dec 2023,59.78,-31.44,-4.51,https://www.screener.in/company/BBTC/,2026-08-16T07:14:15
BBTC,Mar 2024,71.08,65.73,9.42,https://www.screener.in/company/BBTC/,2026-08-16T07:14:15
BBTC,Jun 2024,65.51,8.43,1.21,https://www.screener.in/company/BBTC/,2026-08-16T07:14:15
BBTC,Sep 2024,72.88,-12.72,-1.82,https://www.screener.in/company/BBTC/,2026-08-16T07:14:15
BBTC,Dec 2024,73.76,96.05,13.77,https://www.screener.in/company/BBTC/,2026-08-16T07:14:15
BBTC,Mar 2025,62.96,27.49,3.94,https://www.screener.in/company/BBTC/,2026-08-16T07:14:15
BBTC,Jun 2025,71.79,33.27,4.77,https://www.screener.in/company/BBTC/,2026-08-16T07:14:15
BBTC,Sep 2025,80.11,-7.42,-1.06,https://www.screener.in/company/BBTC/,2026-08-16T07:14:15
BBTC,Dec 2025,73.22,102.52,14.69,https://www.screener.in/company/BBTC/,2026-08-16T07:14:15
BBTC,Mar 2026,71.74,82.23,11.79,https://www.screener.in/company/BBTC/,2026-08-16T07:14:15
BBTC,Jun 2026,67.54,7.86,1.13,https://www.screener.in/company/BBTC/,2026-08-16T07:14:15
BDL,Jun 2023,298,42,1.14,https://www.screener.in/company/BDL/,2026-08-16T07:14:15
BDL,Sep 2023,616,147,4.01,https://www.screener.in/company/BDL/,2026-08-16T07:14:15
BDL,Dec 2023,602,135,3.68,https://www.screener.in/company/BDL/,2026-08-16T07:14:15
BDL,Mar 2024,854,289,7.88,https://www.screener.in/company/BDL/,2026-08-16T07:14:15
BDL,Jun 2024,191,7,0.20,https://www.screener.in/company/BDL/,2026-08-16T07:14:15
BDL,Sep 2024,545,123,3.34,https://www.screener.in/company/BDL/,2026-08-16T07:14:15
BDL,Dec 2024,832,147,4.01,https://www.screener.in/company/BDL/,2026-08-16T07:14:15
BDL,Mar 2025,1777,273,7.44,https://www.screener.in/company/BDL/,2026-08-16T07:14:15
BDL,Jun 2025,248,18,0.50,https://www.screener.in/company/BDL/,2026-08-16T07:14:15
BDL,Sep 2025,1147,216,5.89,https://www.screener.in/company/BDL/,2026-08-16T07:14:15
BDL,Dec 2025,567,73,1.99,https://www.screener.in/company/BDL/,2026-08-16T07:14:15
BDL,Mar 2026,480,113,3.09,https://www.screener.in/company/BDL/,2026-08-16T07:14:15
BDL,Jun 2026,572,119,3.24,https://www.screener.in/company/BDL/,2026-08-16T07:14:15
BECTORFOOD,Jun 2023,347,30,1.02,https://www.screener.in/company/BECTORFOOD/,2026-08-16T07:14:15
BECTORFOOD,Sep 2023,386,33,1.11,https://www.screener.in/company/BECTORFOOD/,2026-08-16T07:14:15
BECTORFOOD,Dec 2023,400,30,1.02,https://www.screener.in/company/BECTORFOOD/,2026-08-16T07:14:15
BECTORFOOD,Mar 2024,379,30,1.04,https://www.screener.in/company/BECTORFOOD/,2026-08-16T07:14:15
BECTORFOOD,Jun 2024,409,31,1.05,https://www.screener.in/company/BECTORFOOD/,2026-08-16T07:14:15
BECTORFOOD,Sep 2024,463,34,1.11,https://www.screener.in/company/BECTORFOOD/,2026-08-16T07:14:15
BECTORFOOD,Dec 2024,458,27,0.89,https://www.screener.in/company/BECTORFOOD/,2026-08-16T07:14:15
BECTORFOOD,Mar 2025,412,29,0.94,https://www.screener.in/company/BECTORFOOD/,2026-08-16T07:14:15
BECTORFOOD,Jun 2025,438,25,0.81,https://www.screener.in/company/BECTORFOOD/,2026-08-16T07:14:15
BECTORFOOD,Sep 2025,515,31,1.00,https://www.screener.in/company/BECTORFOOD/,2026-08-16T07:14:15
BECTORFOOD,Dec 2025,497,33,1.08,https://www.screener.in/company/BECTORFOOD/,2026-08-16T07:14:15
BECTORFOOD,Mar 2026,449,30,0.97,https://www.screener.in/company/BECTORFOOD/,2026-08-16T07:14:15
BECTORFOOD,Jun 2026,507,35,1.15,https://www.screener.in/company/BECTORFOOD/,2026-08-16T07:14:15
BEL,Jun 2023,3511,531,0.73,https://www.screener.in/company/BEL/,2026-08-16T07:14:15
BEL,Sep 2023,3993,812,1.11,https://www.screener.in/company/BEL/,2026-08-16T07:14:15
BEL,Dec 2023,4137,893,1.22,https://www.screener.in/company/BEL/,2026-08-16T07:14:15
BEL,Mar 2024,8529,1784,2.44,https://www.screener.in/company/BEL/,2026-08-16T07:14:15
BEL,Jun 2024,4199,776,1.06,https://www.screener.in/company/BEL/,2026-08-16T07:14:15
BEL,Sep 2024,4583,1091,1.49,https://www.screener.in/company/BEL/,2026-08-16T07:14:15
BEL,Dec 2024,5756,1316,1.80,https://www.screener.in/company/BEL/,2026-08-16T07:14:15
BEL,Mar 2025,9120,2105,2.88,https://www.screener.in/company/BEL/,2026-08-16T07:14:15
BEL,Jun 2025,4417,969,1.33,https://www.screener.in/company/BEL/,2026-08-16T07:14:15
BEL,Sep 2025,5764,1286,1.76,https://www.screener.in/company/BEL/,2026-08-16T07:14:15
BEL,Dec 2025,7122,1590,2.18,https://www.screener.in/company/BEL/,2026-08-16T07:14:15
BEL,Mar 2026,10177,2203,3.01,https://www.screener.in/company/BEL/,2026-08-16T07:14:15
BEL,Jun 2026,5533,1048,1.43,https://www.screener.in/company/BEL/,2026-08-16T07:14:15
BELRISE,Mar 2024,1476,49,0.75,https://www.screener.in/company/BELRISE/,2026-08-16T07:14:15
BELRISE,Jun 2024,1425,66,1.01,https://www.screener.in/company/BELRISE/,2026-08-16T07:14:15
BELRISE,Sep 2024,1590,65,1.00,https://www.screener.in/company/BELRISE/,2026-08-16T07:14:15
BELRISE,Dec 2024,1780,91,1.40,https://www.screener.in/company/BELRISE/,2026-08-16T07:14:15
BELRISE,Mar 2025,1799,110,1.69,https://www.screener.in/company/BELRISE/,2026-08-16T07:14:15
BELRISE,Jun 2025,1798,103,1.15,https://www.screener.in/company/BELRISE/,2026-08-16T07:14:15
BELRISE,Sep 2025,1802,123,1.38,https://www.screener.in/company/BELRISE/,2026-08-16T07:14:15
BELRISE,Dec 2025,1821,117,1.31,https://www.screener.in/company/BELRISE/,2026-08-16T07:14:15
BELRISE,Mar 2026,2107,136,1.53,https://www.screener.in/company/BELRISE/,2026-08-16T07:14:15
BELRISE,Jun 2026,2088,114,1.28,https://www.screener.in/company/BELRISE/,2026-08-16T07:14:15
BEML,Jun 2023,577,-75,-8.96,https://www.screener.in/company/BEML/,2026-08-16T07:14:15
BEML,Sep 2023,917,52,6.26,https://www.screener.in/company/BEML/,2026-08-16T07:14:15
BEML,Dec 2023,1047,48,5.81,https://www.screener.in/company/BEML/,2026-08-16T07:14:15
BEML,Mar 2024,1514,257,30.87,https://www.screener.in/company/BEML/,2026-08-16T07:14:15
BEML,Jun 2024,634,-70,-8.41,https://www.screener.in/company/BEML/,2026-08-16T07:14:15
BEML,Sep 2024,860,51,6.17,https://www.screener.in/company/BEML/,2026-08-16T07:14:15
BEML,Dec 2024,876,25,2.97,https://www.screener.in/company/BEML/,2026-08-16T07:14:15
BEML,Mar 2025,1653,288,34.58,https://www.screener.in/company/BEML/,2026-08-16T07:14:15
BEML,Jun 2025,634,-64,-7.67,https://www.screener.in/company/BEML/,2026-08-16T07:14:15
BEML,Sep 2025,839,55,6.58,https://www.screener.in/company/BEML/,2026-08-16T07:14:15
BEML,Dec 2025,1083,-23,-2.73,https://www.screener.in/company/BEML/,2026-08-16T07:14:15
BEML,Mar 2026,1794,179,21.53,https://www.screener.in/company/BEML/,2026-08-16T07:14:15
BEML,Jun 2026,820,-27,-3.27,https://www.screener.in/company/BEML/,2026-08-16T07:14:15
BERGEPAINT,Jun 2023,2740,326,2.80,https://www.screener.in/company/BERGEPAINT/,2026-08-16T07:14:15
BERGEPAINT,Sep 2023,2440,244,2.09,https://www.screener.in/company/BERGEPAINT/,2026-08-16T07:14:15
BERGEPAINT,Dec 2023,2574,263,2.26,https://www.screener.in/company/BERGEPAINT/,2026-08-16T07:14:15
BERGEPAINT,Mar 2024,2249,182,1.56,https://www.screener.in/company/BERGEPAINT/,2026-08-16T07:14:15
BERGEPAINT,Jun 2024,2806,306,2.62,https://www.screener.in/company/BERGEPAINT/,2026-08-16T07:14:15
BERGEPAINT,Sep 2024,2431,229,1.96,https://www.screener.in/company/BERGEPAINT/,2026-08-16T07:14:15
BERGEPAINT,Dec 2024,2585,306,2.63,https://www.screener.in/company/BERGEPAINT/,2026-08-16T07:14:15
BERGEPAINT,Mar 2025,2347,237,2.03,https://www.screener.in/company/BERGEPAINT/,2026-08-16T07:14:15
BERGEPAINT,Jun 2025,2863,294,2.52,https://www.screener.in/company/BERGEPAINT/,2026-08-16T07:14:15
BERGEPAINT,Sep 2025,2458,176,1.51,https://www.screener.in/company/BERGEPAINT/,2026-08-16T07:14:15
BERGEPAINT,Dec 2025,2595,298,2.56,https://www.screener.in/company/BERGEPAINT/,2026-08-16T07:14:15
BERGEPAINT,Mar 2026,2504,327,2.81,https://www.screener.in/company/BERGEPAINT/,2026-08-16T07:14:15
BERGEPAINT,Jun 2026,3227,369,3.16,https://www.screener.in/company/BERGEPAINT/,2026-08-16T07:14:15
BHARATFORG,Jun 2023,2127,312,6.69,https://www.screener.in/company/BHARATFORG/,2026-08-16T07:14:15
BHARATFORG,Sep 2023,2249,346,7.43,https://www.screener.in/company/BHARATFORG/,2026-08-16T07:14:15
BHARATFORG,Dec 2023,2263,378,8.11,https://www.screener.in/company/BHARATFORG/,2026-08-16T07:14:15
BHARATFORG,Mar 2024,2329,390,8.37,https://www.screener.in/company/BHARATFORG/,2026-08-16T07:14:15
BHARATFORG,Jun 2024,2338,269,5.79,https://www.screener.in/company/BHARATFORG/,2026-08-16T07:14:15
BHARATFORG,Sep 2024,2247,361,7.76,https://www.screener.in/company/BHARATFORG/,2026-08-16T07:14:15
BHARATFORG,Dec 2024,2096,346,7.24,https://www.screener.in/company/BHARATFORG/,2026-08-16T07:14:15
BHARATFORG,Mar 2025,2163,346,7.23,https://www.screener.in/company/BHARATFORG/,2026-08-16T07:14:15
BHARATFORG,Jun 2025,2105,339,7.08,https://www.screener.in/company/BHARATFORG/,2026-08-16T07:14:15
BHARATFORG,Sep 2025,1947,310,6.48,https://www.screener.in/company/BHARATFORG/,2026-08-16T07:14:15
BHARATFORG,Dec 2025,2084,288,6.02,https://www.screener.in/company/BHARATFORG/,2026-08-16T07:14:15
BHARATFORG,Mar 2026,2260,-118,-2.46,https://www.screener.in/company/BHARATFORG/,2026-08-16T07:14:15
BHARATFORG,Jun 2026,2347,321,6.72,https://www.screener.in/company/BHARATFORG/,2026-08-16T07:14:15
BHARTIARTL,Jun 2023,22651,1457,2.61,https://www.screener.in/company/BHARTIARTL/,2026-08-16T07:14:15
BHARTIARTL,Sep 2023,23258,293,0.52,https://www.screener.in/company/BHARTIARTL/,2026-08-16T07:14:15
BHARTIARTL,Dec 2023,23866,1414,2.51,https://www.screener.in/company/BHARTIARTL/,2026-08-16T07:14:15
BHARTIARTL,Mar 2024,24345,1824,3.23,https://www.screener.in/company/BHARTIARTL/,2026-08-16T07:14:15
BHARTIARTL,Jun 2024,24917,2469,4.34,https://www.screener.in/company/BHARTIARTL/,2026-08-16T07:14:15
BHARTIARTL,Sep 2024,26984,2518,4.42,https://www.screener.in/company/BHARTIARTL/,2026-08-16T07:14:15
BHARTIARTL,Dec 2024,28434,9197,16.15,https://www.screener.in/company/BHARTIARTL/,2026-08-16T07:14:15
BHARTIARTL,Mar 2025,28608,9318,16.34,https://www.screener.in/company/BHARTIARTL/,2026-08-16T07:14:15
BHARTIARTL,Jun 2025,29249,3764,6.60,https://www.screener.in/company/BHARTIARTL/,2026-08-16T07:14:15
BHARTIARTL,Sep 2025,30092,4545,7.97,https://www.screener.in/company/BHARTIARTL/,2026-08-16T07:14:15
BHARTIARTL,Dec 2025,30855,4091,7.17,https://www.screener.in/company/BHARTIARTL/,2026-08-16T07:14:15
BHARTIARTL,Mar 2026,31296,1344,2.21,https://www.screener.in/company/BHARTIARTL/,2026-08-16T07:14:15
BHARTIARTL,Jun 2026,32357,5428,8.70,https://www.screener.in/company/BHARTIARTL/,2026-08-16T07:14:15
BHARTIHEXA,Jun 2023,1682,253,10.13,https://www.screener.in/company/BHARTIHEXA/,2026-08-16T07:14:15
BHARTIHEXA,Sep 2023,1738,-184,-7.36,https://www.screener.in/company/BHARTIHEXA/,2026-08-16T07:14:15
BHARTIHEXA,Dec 2023,1801,213,4.25,https://www.screener.in/company/BHARTIHEXA/,2026-08-16T07:14:15
BHARTIHEXA,Mar 2024,1868,223,4.45,https://www.screener.in/company/BHARTIHEXA/,2026-08-16T07:14:15
BHARTIHEXA,Jun 2024,1911,511,10.22,https://www.screener.in/company/BHARTIHEXA/,2026-08-16T07:14:15
BHARTIHEXA,Sep 2024,2098,253,5.06,https://www.screener.in/company/BHARTIHEXA/,2026-08-16T07:14:15
BHARTIHEXA,Dec 2024,2251,261,5.22,https://www.screener.in/company/BHARTIHEXA/,2026-08-16T07:14:15
BHARTIHEXA,Mar 2025,2289,468,9.37,https://www.screener.in/company/BHARTIHEXA/,2026-08-16T07:14:15
BHARTIHEXA,Jun 2025,2263,392,7.83,https://www.screener.in/company/BHARTIHEXA/,2026-08-16T07:14:15
BHARTIHEXA,Sep 2025,2317,421,8.42,https://www.screener.in/company/BHARTIHEXA/,2026-08-16T07:14:15
BHARTIHEXA,Dec 2025,2360,474,9.47,https://www.screener.in/company/BHARTIHEXA/,2026-08-16T07:14:15
BHARTIHEXA,Mar 2026,2414,447,8.93,https://www.screener.in/company/BHARTIHEXA/,2026-08-16T07:14:15
BHARTIHEXA,Jun 2026,2510,482,9.65,https://www.screener.in/company/BHARTIHEXA/,2026-08-16T07:14:15
BHEL,Jun 2023,5003,-212,-0.61,https://www.screener.in/company/BHEL/,2026-08-16T07:14:15
BHEL,Sep 2023,5125,-58,-0.17,https://www.screener.in/company/BHEL/,2026-08-16T07:14:15
BHEL,Dec 2023,5504,46,0.13,https://www.screener.in/company/BHEL/,2026-08-16T07:14:15
BHEL,Mar 2024,8260,484,1.39,https://www.screener.in/company/BHEL/,2026-08-16T07:14:15
BHEL,Jun 2024,5485,-213,-0.61,https://www.screener.in/company/BHEL/,2026-08-16T07:14:15
BHEL,Sep 2024,6584,97,0.28,https://www.screener.in/company/BHEL/,2026-08-16T07:14:15
BHEL,Dec 2024,7277,125,0.36,https://www.screener.in/company/BHEL/,2026-08-16T07:14:15
BHEL,Mar 2025,8993,504,1.45,https://www.screener.in/company/BHEL/,2026-08-16T07:14:15
BHEL,Jun 2025,5487,-455,-1.31,https://www.screener.in/company/BHEL/,2026-08-16T07:14:15
BHEL,Sep 2025,7512,368,1.06,https://www.screener.in/company/BHEL/,2026-08-16T07:14:15
BHEL,Dec 2025,8473,382,1.10,https://www.screener.in/company/BHEL/,2026-08-16T07:14:15
BHEL,Mar 2026,12310,1283,3.68,https://www.screener.in/company/BHEL/,2026-08-16T07:14:15
BHEL,Jun 2026,7698,382,1.10,https://www.screener.in/company/BHEL/,2026-08-16T07:14:15
BIKAJI,Jun 2023,478,43,1.73,https://www.screener.in/company/BIKAJI/,2026-08-16T07:14:15
BIKAJI,Sep 2023,598,61,2.45,https://www.screener.in/company/BIKAJI/,2026-08-16T07:14:15
BIKAJI,Dec 2023,613,49,1.96,https://www.screener.in/company/BIKAJI/,2026-08-16T07:14:15
BIKAJI,Mar 2024,606,116,4.64,https://www.screener.in/company/BIKAJI/,2026-08-16T07:14:15
BIKAJI,Jun 2024,565,60,2.38,https://www.screener.in/company/BIKAJI/,2026-08-16T07:14:15
BIKAJI,Sep 2024,713,72,2.88,https://www.screener.in/company/BIKAJI/,2026-08-16T07:14:15
BIKAJI,Dec 2024,676,31,1.23,https://www.screener.in/company/BIKAJI/,2026-08-16T07:14:15
BIKAJI,Mar 2025,585,48,1.93,https://www.screener.in/company/BIKAJI/,2026-08-16T07:14:15
BIKAJI,Jun 2025,624,63,2.52,https://www.screener.in/company/BIKAJI/,2026-08-16T07:14:15
BIKAJI,Sep 2025,796,78,3.10,https://www.screener.in/company/BIKAJI/,2026-08-16T07:14:15
BIKAJI,Dec 2025,731,65,2.58,https://www.screener.in/company/BIKAJI/,2026-08-16T07:14:15
BIKAJI,Mar 2026,667,64,2.54,https://www.screener.in/company/BIKAJI/,2026-08-16T07:14:15
BIKAJI,Jun 2026,678,65,2.58,https://www.screener.in/company/BIKAJI/,2026-08-16T07:14:15
BIOCON,Jun 2023,513,47,0.39,https://www.screener.in/company/BIOCON/,2026-08-16T07:14:15
BIOCON,Sep 2023,519,35,0.29,https://www.screener.in/company/BIOCON/,2026-08-16T07:14:15
BIOCON,Dec 2023,563,24,0.20,https://www.screener.in/company/BIOCON/,2026-08-16T07:14:15
BIOCON,Mar 2024,533,14,0.12,https://www.screener.in/company/BIOCON/,2026-08-16T07:14:15
BIOCON,Jun 2024,511,1,0.01,https://www.screener.in/company/BIOCON/,2026-08-16T07:14:15
BIOCON,Sep 2024,525,3,0.03,https://www.screener.in/company/BIOCON/,2026-08-16T07:14:15
BIOCON,Dec 2024,563,584,4.86,https://www.screener.in/company/BIOCON/,2026-08-16T07:14:15
BIOCON,Mar 2025,644,21,0.18,https://www.screener.in/company/BIOCON/,2026-08-16T07:14:15
BIOCON,Jun 2025,537,-8,-0.06,https://www.screener.in/company/BIOCON/,2026-08-16T07:14:15
BIOCON,Sep 2025,583,71,0.53,https://www.screener.in/company/BIOCON/,2026-08-16T07:14:15
BIOCON,Dec 2025,621,-76,-0.57,https://www.screener.in/company/BIOCON/,2026-08-16T07:14:15
BIOCON,Mar 2026,605,51,0.31,https://www.screener.in/company/BIOCON/,2026-08-16T07:14:15
BIOCON,Jun 2026,624,52,0.32,https://www.screener.in/company/BIOCON/,2026-08-16T07:14:15
BIRLACORPN,Jun 2023,1465,40,5.26,https://www.screener.in/company/BIRLACORPN/,2026-08-16T07:14:15
BIRLACORPN,Sep 2023,1418,47,6.12,https://www.screener.in/company/BIRLACORPN/,2026-08-16T07:14:15
BIRLACORPN,Dec 2023,1332,51,6.66,https://www.screener.in/company/BIRLACORPN/,2026-08-16T07:14:15
BIRLACORPN,Mar 2024,1483,59,7.70,https://www.screener.in/company/BIRLACORPN/,2026-08-16T07:14:15
BIRLACORPN,Jun 2024,1215,-9,-1.19,https://www.screener.in/company/BIRLACORPN/,2026-08-16T07:14:15
BIRLACORPN,Sep 2024,1126,-17,-2.16,https://www.screener.in/company/BIRLACORPN/,2026-08-16T07:14:15
BIRLACORPN,Dec 2024,1282,1,0.10,https://www.screener.in/company/BIRLACORPN/,2026-08-16T07:14:15
BIRLACORPN,Mar 2025,1589,154,20.04,https://www.screener.in/company/BIRLACORPN/,2026-08-16T07:14:15
BIRLACORPN,Jun 2025,1429,78,10.11,https://www.screener.in/company/BIRLACORPN/,2026-08-16T07:14:15
BIRLACORPN,Sep 2025,1229,53,6.90,https://www.screener.in/company/BIRLACORPN/,2026-08-16T07:14:15
BIRLACORPN,Dec 2025,1198,15,1.95,https://www.screener.in/company/BIRLACORPN/,2026-08-16T07:14:15
BIRLACORPN,Mar 2026,1634,104,13.48,https://www.screener.in/company/BIRLACORPN/,2026-08-16T07:14:15
BIRLACORPN,Jun 2026,1452,41,5.29,https://www.screener.in/company/BIRLACORPN/,2026-08-16T07:14:15
BLACKBUCK,Sep 2023,63,-48,-4723.76,https://www.screener.in/company/BLACKBUCK/,2026-08-16T07:14:15
BLACKBUCK,Dec 2023,80,-20,-1956.44,https://www.screener.in/company/BLACKBUCK/,2026-08-16T07:14:15
BLACKBUCK,Mar 2024,93,-91,-8988.12,https://www.screener.in/company/BLACKBUCK/,2026-08-16T07:14:15
BLACKBUCK,Jun 2024,91,28,2801.98,https://www.screener.in/company/BLACKBUCK/,2026-08-16T07:14:15
BLACKBUCK,Sep 2024,98,-270,-26710.89,https://www.screener.in/company/BLACKBUCK/,2026-08-16T07:14:15
BLACKBUCK,Dec 2024,113,-48,-2.73,https://www.screener.in/company/BLACKBUCK/,2026-08-16T07:14:15
BLACKBUCK,Mar 2025,120,281,15.82,https://www.screener.in/company/BLACKBUCK/,2026-08-16T07:14:15
BLACKBUCK,Jun 2025,141,35,1.95,https://www.screener.in/company/BLACKBUCK/,2026-08-16T07:14:15
BLACKBUCK,Sep 2025,149,31,1.69,https://www.screener.in/company/BLACKBUCK/,2026-08-16T07:14:15
BLACKBUCK,Dec 2025,169,32,1.79,https://www.screener.in/company/BLACKBUCK/,2026-08-16T07:14:15
BLACKBUCK,Mar 2026,183,66,3.62,https://www.screener.in/company/BLACKBUCK/,2026-08-16T07:14:15
BLACKBUCK,Jun 2026,201,42,2.30,https://www.screener.in/company/BLACKBUCK/,2026-08-16T07:14:15
BLS,Jun 2023,28,2,0.05,https://www.screener.in/company/BLS/,2026-08-16T07:14:15
BLS,Sep 2023,28,15,0.36,https://www.screener.in/company/BLS/,2026-08-16T07:14:15
BLS,Dec 2023,23,5,0.12,https://www.screener.in/company/BLS/,2026-08-16T07:14:15
BLS,Mar 2024,40,15,0.36,https://www.screener.in/company/BLS/,2026-08-16T07:14:15
BLS,Jun 2024,38,1,0.04,https://www.screener.in/company/BLS/,2026-08-16T07:14:15
BLS,Sep 2024,34,19,0.45,https://www.screener.in/company/BLS/,2026-08-16T07:14:15
BLS,Dec 2024,41,0,0.01,https://www.screener.in/company/BLS/,2026-08-16T07:14:15
BLS,Mar 2025,25,2,0.04,https://www.screener.in/company/BLS/,2026-08-16T07:14:15
BLS,Jun 2025,44,1,0.02,https://www.screener.in/company/BLS/,2026-08-16T07:14:15
BLS,Sep 2025,46,5,0.12,https://www.screener.in/company/BLS/,2026-08-16T07:14:15
BLS,Dec 2025,50,25,0.61,https://www.screener.in/company/BLS/,2026-08-16T07:14:15
BLS,Mar 2026,69,72,1.74,https://www.screener.in/company/BLS/,2026-08-16T07:14:15
BLS,Jun 2026,69,45,1.10,https://www.screener.in/company/BLS/,2026-08-16T07:14:15
BLUEDART,Jun 2023,1238,60,25.18,https://www.screener.in/company/BLUEDART/,2026-08-16T07:14:15
BLUEDART,Sep 2023,1324,71,30.04,https://www.screener.in/company/BLUEDART/,2026-08-16T07:14:15
BLUEDART,Dec 2023,1383,82,34.37,https://www.screener.in/company/BLUEDART/,2026-08-16T07:14:15
BLUEDART,Mar 2024,1323,76,32.05,https://www.screener.in/company/BLUEDART/,2026-08-16T07:14:15
